,SiteName,PrimaryUse,Borough,AreaHa,Easting,Northing
353,Lesney Park Road Recreation Ground,Recreation ground,Bexley,1.9215,550799.0,177695.0
354,Lodge Hill Playground,Play space,Bexley,0.5754,546875.0,177044.0
355,Marlborough Park,Park,Bexley,2.7085,546425.0,173547.0
356,Martens Grove Park,Park,Bexley,12.1825,550242.0,175346.0
357,Monastery/ School and Cemetery,Cemetery/churchyard,Bexley,2.5143,550222.0,177574.0
358,Hall Place North,Park,Bexley,16.6649,550123.0,174605.0
359,Newbery Road Open Spaces,Other recreational,Bexley,0.5786,551728.0,176615.0
360,North End Open Space,Recreation ground,Bexley,2.3133,551827.0,176807.0
361,North End Recreation Ground,Recreation ground,Bexley,1.6126,551448.0,176633.0
362,Old Farm Avenue (West) Allotments,Allotments,Bexley,1.2648,544866.0,172945.0
363,Old Farm Park,Park,Bexley,3.6402,545498.0,172828.0
364,Old Road Sports Ground,Recreation ground,Bexley,4.7309,550898.0,175230.0
365,Open space west of St Mary's Hospital,Recreation ground,Bexley,4.3241,547011.0,170761.0
366,Penhill Park,Recreation ground,Bexley,7.9005,547016.0,173922.0
367,Pirelli Site War Memorial,Amenity green space,Bexley,0.0992,550559.0,179403.0
368,Recreation Ground and Sports Club,Recreation ground,Bexley,5.1119,552667.0,176753.0
369,River Cray (Bexley),River,Bexley,7.1073,549896.0,173474.0
370,River Cray Mouth,River,Bexley,0.5249,553083.0,175468.0
371,River Shuttle,Park,Bexley,1.981,548685.0,174018.0
372,River Shuttle - Albany Road,River,Bexley,1.2905,547456.0,173592.0
373,River Shuttle West,River,Bexley,0.9355,545407.0,174007.0
374,Rivers Cray and Darent Margin,River,Bexley,4.9979,553346.0,176032.0
375,Riverside Walk Park,Park,Bexley,2.8421,547898.0,173725.0
376,Russell Park,Park,Bexley,6.8016,549423.0,175853.0
377,Rutland Shaw Wood,Public woodland,Bexley,1.9632,547545.0,172957.0
378,Shenstone Park,Park,Bexley,6.7452,550838.0,174932.0
379,Shoulder of Mutton Green,Village green,Bexley,1.4804,545469.0,176181.0
380,Sidcup Cemetery,Cemetery/churchyard,Bexley,3.0445,547614.0,172897.0
381,Sidcup Cricket Ground/Recreation Ground,Recreation ground,Bexley,4.4396,545618.0,171693.0
382,Sidcup Green,Amenity green space,Bexley,0.9147,546233.0,171561.0
383,Sidcup Place,Park,Bexley,16.7697,546334.0,171253.0
384,Sidcup Youth and Community Centre & Holy Trinity Primary,Playing fields,Bexley,2.3788,546272.0,173094.0
385,Slade Green Recreation Ground,Recreation ground,Bexley,6.4707,552033.0,176583.0
386,Southmere Park and Lake,Park,Bexley,27.2746,547798.0,180055.0
387,St Michael's Churchyard,Cemetery/churchyard,Bexley,1.2835,546831.0,176911.0
388,St Paulinus Church,Cemetery/churchyard,Bexley,2.0477,551147.0,175176.0
389,"St. Mary's Cemetery, Bexley",Cemetery/churchyard,Bexley,1.0415,549935.0,173388.0
390,Stelling Road Community Garden,Formal garden,Bexley,0.2206,550774.0,177068.0
391,Streamway,Park,Bexley,3.7606,549348.0,177933.0
392,Sussex Road Recreation Ground,Recreation ground,Bexley,2.0304,549797.0,177357.0
393,Thamesmead Green Chain Walk,Park,Bexley,3.7458,547842.0,179279.0
394,The Green (Bexley),Amenity green space,Bexley,0.5071,549230.0,176661.0
395,Braeburn Park also known as The Old Orchard,Nature reserve,Bexley,25.0381,550976.0,173929.0
396,The Oval (Bexley),Other recreational,Bexley,0.7988,546260.0,173873.0
397,The Warren (Bexley),Nature reserve,Bexley,4.8277,549240.0,174563.0
398,War Memorial Recreation Ground,Park,Bexley,15.486,549950.0,173904.0
399,Waring Park,Park,Bexley,7.7723,546719.0,172428.0
400,Waterside Open Space,Park,Bexley,0.3359,551497.0,174822.0
401,West Heath Recreation Ground,Recreation ground,Bexley,1.8663,547966.0,177633.0
402,Willersley Park,Park,Bexley,2.8224,546125.0,173610.0
403,Wyncham Stream North,River,Bexley,1.8986,545322.0,173268.0
404,Foots Cray Meadows and North Cray Wood,Nature reserve,Bexley,96.8613,547958.0,171822.0
405,Brocksby's Angling Club,Other recreational,Bexley,1.3159,549320.0,172959.0
406,Crossness Nature Reserve,Nature reserve,Bexley,17.7799,549338.0,180291.0
407,Poplar Wood,Public woodland,Bexley,6.5443,548463.0,179680.0
408,Old Farm Avenue (East) Allotments,Allotments,Bexley,2.0596,545099.0,172898.0
409,Carlton Road Open Space,Park,Bexley,3.2425,545756.0,171572.0
410,Stoneham Park,Park,Bexley,2.3443,552079.0,175719.0
411,Barnehurst Open Space,Park,Bexley,15.0981,551023.0,175891.0
412,The Dell at Barnes Cray Road,Play space,Bexley,0.7856,552122.0,175156.0
413,Home Wood Churchyard,Cemetery/churchyard,Bexley,0.2677,548796.0,171951.0
414,North Cray Cemetery,Cemetery/churchyard,Bexley,0.3331,548734.0,171686.0
415,"St Mary's, Bexley",Cemetery/churchyard,Bexley,0.5785,549777.0,173453.0
416,Alexandra Recreation Ground (Bromley),Park,Bromley,4.6704,535692.0,170928.0
417,All Saints Parish Church Orpington,Cemetery/churchyard,Bromley,3.156,546708.0,166532.0
418,Amhurst Wood,Nature reserve,Bromley,1.2274,546399.0,168225.0
419,Arundel Drive Open Space,Amenity green space,Bromley,0.4647,546705.0,164458.0
420,Aspen Spring,Nature reserve,Bromley,1.4369,546591.0,164111.0
421,Batchwood Green,Amenity green space,Bromley,0.4056,546573.0,168524.0
422,Beavers and Hoblands Woods,Public woodland,Bromley,4.7132,545485.0,171291.0
423,Beckenham Green,Amenity green space,Bromley,0.6849,537507.0,169719.0
424,Beddington Green,Amenity green space,Bromley,0.4656,545689.0,169535.0
425,Belmont Hill Recreation Ground,Recreation ground,Bromley,5.9808,544352.0,171607.0
426,Betts Park and Croydon Canal Cut,Park,Bromley,5.6946,534709.0,169521.0
427,Bickley Park Cricket Club,Playing fields,Bromley,2.1851,542403.0,169010.0
428,Biggin Hill Cemetery,Cemetery/churchyard,Bromley,1.92,542056.0,159280.0
429,Biggin Hill Recreation Ground,Recreation ground,Bromley,4.6534,542051.0,159131.0
430,Blackbush Shaw,Nature reserve,Bromley,18.968,544216.0,159221.0
431,Blackbush Shaw South West,Public woodland,Bromley,0.4129,543951.0,158764.0
432,Blackbush Shaw Southeastern End,Public woodland,Bromley,0.906,544330.0,158864.0
433,Blackbush Shaw Southern Tip,Public woodland,Bromley,1.3193,544247.0,158653.0
434,Blake Recreation Ground,Park,Bromley,4.1879,537903.0,166512.0
435,Bodmin Close Green,Amenity green space,Bromley,0.803,547071.0,166131.0
436,Broomhill Common,Common,Bromley,0.706,546085.0,166723.0
437,Cator Park,Park,Bromley,11.3805,536418.0,170142.0
438,Charterhouse Road Open Space,Play space,Bromley,0.9989,546575.0,164833.0
439,Chelsfield Green (Bromley),Nature reserve,Bromley,4.5196,547391.0,164194.0
440,Chelsfield Hill Wood (Bromley),Nature reserve,Bromley,4.648,546667.0,163134.0
441,Chelsfield Hill Wood Grassland,Nature reserve,Bromley,0.3,546909.0,163072.0
442,Chelsfield Village Hall and Recreation Ground,Recreation ground,Bromley,2.935,548326.0,164084.0
443,Chipperfield Road green,Park,Bromley,1.4311,546379.0,169508.0
444,Chislehurst Cemetery,Cemetery/churchyard,Bromley,4.4393,545380.0,171204.0
445,Chislehurst Common,Common,Bromley,33.0065,544145.0,170232.0
446,"Chislehurst Parish Church, St. Nicholas",Cemetery/churchyard,Bromley,0.8276,544412.0,169903.0
447,Chislehurst Recreation Ground,Recreation ground,Bromley,3.1659,543450.0,170793.0
448,Chislehurst Sports and Country Club,Playing fields,Bromley,3.4648,542420.0,171129.0
449,Church Hill Theatre Gardens,Formal garden,Bromley,0.3198,540176.0,169043.0
450,Church House Gardens,Park,Bromley,5.6919,540086.0,169063.0
451,Church Road Woodland,Public woodland,Bromley,0.3027,544571.0,164127.0
452,Churchfields Recreation Ground (Bromley),Recreation ground,Bromley,3.8342,536066.0,169143.0
453,Churchill Plantation,Nature reserve,Bromley,8.2052,544513.0,163797.0
454,Coney Hall Recreation Ground,Recreation ground,Bromley,9.8543,539163.0,164994.0
455,Covet Wood,Public woodland,Bromley,6.4748,545748.0,167274.0
456,Crayford Settlement Riverside Green,Amenity green space,Bromley,2.6851,547302.0,169204.0
457,Crease Park,Park,Bromley,2.3956,537102.0,168341.0
458,Crest View Drive Woodland Strip,Public woodland,Bromley,0.3245,543953.0,167859.0
459,Sparrow Wood and Crofton Heath,Nature reserve,Bromley,82.8676,543812.0,166472.0
460,Croydon Road Recreation Ground,Recreation ground,Bromley,8.1561,536946.0,169040.0
461,Crystal Palace Park,Park,Bromley,54.4183,534328.0,170915.0
462,High Elms Golf Course (High Elms Country Park),Golf course,Bromley,57.6977,544359.0,162941.0
463,Cudham Recreation Ground,Recreation ground,Bromley,4.1317,544639.0,159857.0
464,Darrick Wood,Common,Bromley,26.0139,544386.0,164990.0
465,Derry downs Recreation Ground,Recreation ground,Bromley,6.7978,547434.0,167522.0
466,Downe Recreation Ground,Recreation ground,Bromley,0.9653,543434.0,161831.0
467,Eldred Drive Playground,Play space,Bromley,0.2388,547729.0,165962.0
468,Elmstead Wood Complex,Nature reserve,Bromley,29.1438,542068.0,171282.0
469,Ex-Blues club,Recreation ground,Bromley,1.92,538985.0,166275.0
470,Farn Borough Hill Wood Piece,Public woodland,Bromley,0.5269,544714.0,164257.0
471,Farnborough Common,Common,Bromley,4.1074,542796.0,165148.0
472,Tugmutton Common,Recreation ground,Bromley,7.3621,543620.0,165212.0
473,Farnborough Sports Club,Playing fields,Bromley,2.5932,544066.0,164142.0
474,Farnborough Village Green,Amenity green space,Bromley,0.5578,544173.0,164242.0
475,Fishers Wood,Public woodland,Bromley,1.3636,540812.0,167498.0
476,Foxbury Wood,Nature reserve,Bromley,0.917,546157.0,164175.0
477,Foxhill Greenspace,Amenity green space,Bromley,0.3234,533722.0,170246.0
478,Foxhill Shaw,Public woodland,Bromley,9.6627,538324.0,164158.0
479,Giggs Hill Church,Cemetery/churchyard,Bromley,0.3501,546141.0,169492.0
480,Glentrammon Recreation Ground,Recreation ground,Bromley,5.9379,546097.0,163911.0
481,Goddington Park,Park,Bromley,23.8676,547398.0,165202.0
482,Grassmead Recreation Ground,Recreation ground,Bromley,6.1533,547358.0,166672.0
483,Green Street Green Common,Village green,Bromley,6.2825,545468.0,164167.0
484,Cudham Lane North Recreation Ground,Recreation ground,Bromley,2.6255,545274.0,162840.0
485,Halls Farm Scrub,Nature reserve,Bromley,1.6745,540749.0,170709.0
486,Harvington Park,Park,Bromley,10.3592,537482.0,167936.0
487,Havelock Recreation Ground,Recreation ground,Bromley,3.7103,541482.0,168423.0
488,Hayes Common,Common,Bromley,84.266,540758.0,165210.0
489,Hayes Library,Park,Bromley,0.7905,540563.0,166179.0
490,Haysford Park Drive/Barnhill Avenue Green Space,Amenity green space,Bromley,0.3742,539860.0,167561.0
491,Hazel Wood,Public woodland,Bromley,4.3687,544479.0,161578.0
492,High Broom Wood,Nature reserve,Bromley,7.7307,537560.0,166638.0
493,Hoblingwell Wood,Nature reserve,Bromley,12.5459,545676.0,169216.0
494,Hoblingwell Wood Recreation Ground,Recreation ground,Bromley,12.0502,546152.0,169124.0
495,Hollydale Recreation Grounds,Recreation ground,Bromley,2.7012,542364.0,165409.0
496,Holy Trinity Churchyard (Bromley),Cemetery/churchyard,Bromley,0.5745,542255.0,166510.0
497,Jail Lane Orchard,Nature reserve,Bromley,0.4007,543539.0,159367.0
498,James Dixon Primary School Recreation Ground,Recreation ground,Bromley,13.4377,534261.0,169561.0
499,Jewels Wood,Public woodland,Bromley,17.0731,540150.0,160833.0
500,Jubilee Country Park,Country park,Bromley,30.7336,543628.0,167965.0
501,Jugg Hill Natural Park,Nature reserve,Bromley,5.729,541625.0,159540.0
502,River Pool,River,Bromley,1.7267,536491.0,170764.0
503,Kelsey Park,Park,Bromley,13.2475,537683.0,168824.0
504,Kemnal Manor,Public woodland,Bromley,24.5943,544929.0,171726.0
505,Kemnal Woodlands,Public woodland,Bromley,6.4994,544721.0,170938.0
506,Keston Churchyard,Cemetery/churchyard,Bromley,0.3858,541873.0,162967.0
507,Keston Common,Common,Bromley,17.0936,541743.0,163971.0
508,King George V. Jubilee Park,Recreation ground,Bromley,2.2093,542131.0,172237.0
509,King's Meadow Playing Fields,Recreation ground,Bromley,2.538,540620.0,170758.0
510,Kingswood Glen,Park,Bromley,0.5991,539260.0,168176.0
511,"Land at Crescent Drive, Petts Wood",Amenity green space,Bromley,0.2327,543939.0,167522.0
512,Lattice Coppice,Public woodland,Bromley,7.5585,547266.0,161184.0
513,Leaves Green Common,Common,Bromley,7.0979,541473.0,161861.0
514,Long Coppice,Public woodland,Bromley,11.6449,540883.0,158358.0
515,Long Shaw,Public woodland,Bromley,1.6192,539626.0,163884.0
516,Maberley Playing Fields,Park,Bromley,3.8252,535946.0,168832.0
517,Martins Hill Park,Park,Bromley,4.8938,539883.0,169252.0
518,Mottingham Sports & Recreation,Recreation ground,Bromley,12.5477,541887.0,172410.0
519,New Franingham House,Public woodland,Bromley,2.4126,541973.0,171054.0
520,New Mill Road Riverside,Amenity green space,Bromley,2.6484,547480.0,169516.0
521,New Years Wood,Nature reserve,Bromley,23.4368,545821.0,160111.0
522,Norman Park,Park,Bromley,23.4263,541061.0,167397.0
523,Oakley Road Recreational Gardens,Formal garden,Bromley,0.8098,542101.0,165593.0
524,Okemore Gardens Greenspace,Recreation ground,Bromley,1.4392,547574.0,168004.0
525,Old Hill Common,Play space,Bromley,1.0619,545362.0,163336.0
526,Open Space at Crescent Way,Amenity green space,Bromley,0.9421,545549.0,164484.0
527,"Open space at Langley gardens, Petts Wood",Amenity green space,Bromley,0.1451,543824.0,167398.0
528,Open Space at Pound Court Drive,Amenity green space,Bromley,0.4111,544834.0,165686.0
529,Open Space at Spring Gardens at Chelsfield,Amenity green space,Bromley,0.2381,546753.0,163955.0
530,Open space at St. Leonards Rise,Park,Bromley,0.3896,545211.0,164563.0
531,"Open space off Andover and Allington Roads, Orpington",Amenity green space,Bromley,0.9216,545036.0,165956.0
532,"Open space off Crofton lane, Crofton",Amenity green space,Bromley,0.9636,544905.0,166680.0
533,Open Space off Lovelace Avenue,Amenity green space,Bromley,0.3775,543304.0,167277.0
534,Open space off St Kilda's Road,Amenity green space,Bromley,0.3551,545821.0,166499.0
535,Open Space on Hastings Road/Gravel Road corner,Amenity green space,Bromley,0.1438,542339.0,166088.0
536,Royston Fields,Recreation ground,Bromley,1.2957,535578.0,169859.0
537,Padmall Wood,Public woodland,Bromley,12.1205,541678.0,164836.0
538,Palace Square Greenspace,Recreation ground,Bromley,0.3569,533806.0,170339.0
539,Parkfield Recreation Ground,Recreation ground,Bromley,13.3078,543026.0,167261.0
540,St. Pauls Cray Hill Country Park (under construction),Nature reserve,Bromley,30.5735,548181.0,168749.0
541,Penge Recreation Ground,Park,Bromley,1.5887,535221.0,170272.0
542,Petlen Grove Green,Amenity green space,Bromley,0.2684,547565.0,166407.0
543,Petts Wood,Nature reserve,Bromley,53.9523,544902.0,168658.0
544,Petts Wood Recreation Ground,Recreation ground,Bromley,3.3631,544303.0,166831.0
545,Pickhurst Green and Cupola Wood,Recreation ground,Bromley,8.9561,539683.0,167159.0
546,Plaistow Green,Park,Bromley,0.5953,540413.0,170323.0
547,Poverest Recreation Ground,Recreation ground,Bromley,4.9561,546200.0,168027.0
548,Pratts Bottom Green,Common,Bromley,0.4547,547185.0,162151.0
549,Pratts Bottom Recreation Ground,Recreation ground,Bromley,0.8003,547347.0,162635.0
550,Priory Gardens,Park,Bromley,6.3596,546659.0,166688.0
551,Whyte's Woodland,Public woodland,Bromley,2.0824,543355.0,170871.0
552,Queens Garden off Kentish Way Road,Park,Bromley,1.397,540454.0,169204.0
553,Queensmead Recreational Garden,Recreation ground,Bromley,3.1917,539689.0,169141.0
554,Ramsden Road Green,Amenity green space,Bromley,0.3372,547116.0,166420.0
555,Ramus Wood and Scrub,Public woodland,Bromley,12.9624,545215.0,163734.0
556,Recreation ground off Southfleet Road,Recreation ground,Bromley,1.5083,545263.0,164927.0
557,Recreational Ground Around Rayfield Close,Recreation ground,Bromley,1.187,542089.0,167083.0
558,Richmal Crompton Fields,Other recreational,Bromley,8.0321,542787.0,166572.0
559,River Beck,Park,Bromley,6.1975,537654.0,168264.0
560,Riverside Close Green,Amenity green space,Bromley,0.2984,547399.0,169275.0
561,Riverside Recreation Ground (Bromley),Recreation ground,Bromley,2.5062,547210.0,169276.0
562,Robin Hood Green Open Space,Amenity green space,Bromley,1.0998,546234.0,167557.0
563,Rushmore Hill,Public woodland,Bromley,23.5219,547599.0,161671.0
564,"Salt Box Hill, SSSI LWT Reserve",Nature reserve,Bromley,7.657,540768.0,160996.0
565,Sandway Road Greenspace,Recreation ground,Bromley,1.0624,547524.0,168200.0
566,Scadbury Country Park,Country park,Bromley,115.8073,545714.0,170211.0
567,Shaftesbury Park,Park,Bromley,5.6284,539873.0,170999.0
568,Shell Close Open Space,Amenity green space,Bromley,0.6344,542513.0,167191.0
569,Shellem Wood,Public woodland,Bromley,3.1199,544661.0,157560.0
570,Shirley Crescent Recreation Ground,Recreation ground,Bromley,1.2254,535897.0,167971.0
571,South Hill Woods Park,Park,Bromley,4.2403,539417.0,167979.0
572,Southborough Open Space,Recreation ground,Bromley,2.3979,543550.0,167458.0
573,Sparrow's Den,Playing fields,Bromley,11.7772,538610.0,165089.0
574,Spitfire Wood,Public woodland,Bromley,5.4174,541215.0,160141.0
575,Spring Park,Park,Bromley,21.743,538156.0,164906.0
576,St George's Parish Church Beckenham,Cemetery/churchyard,Bromley,0.5357,537495.0,169653.0
577,St Martins' Church Chelsfield,Cemetery/churchyard,Bromley,1.1628,547992.0,164024.0
578,St Mary the Virgin Churchyard (Bromley),Cemetery/churchyard,Bromley,0.8042,540600.0,166309.0
579,"St Mary's Church, Plaistow",Cemetery/churchyard,Bromley,0.3625,540217.0,170143.0
580,St Mary's Cray Cemetery,Cemetery/churchyard,Bromley,2.7236,547827.0,168275.0
581,St Marys Cray Brook,Park,Bromley,8.8269,547017.0,167553.0
582,St Paul's Cray Common,Common,Bromley,29.3619,545050.0,169295.0
583,St Peter and St Paul Church Cudham,Cemetery/churchyard,Bromley,0.6692,544535.0,159962.0
584,St. Luke's Cemetery,Cemetery/churchyard,Bromley,2.8835,542668.0,167273.0
585,St. Paul's Green (Bromley),Amenity green space,Bromley,4.1325,545347.0,169325.0
586,"St. Pauls Church, New Beckenham",Cemetery/churchyard,Bromley,0.2535,536995.0,170410.0
587,St. Peter and St. Paul's Parish Church,Cemetery/churchyard,Bromley,0.4985,540115.0,169253.0
588,Stanhope Recreation Ground,Recreation ground,Bromley,2.2992,536688.0,168128.0
589,The Green (Bromley),Amenity green space,Bromley,0.2044,546700.0,170411.0
590,The Green on Pittsmead Avenue,Amenity green space,Bromley,0.9124,540221.0,166606.0
591,The Knoll and Husseywell Park,Park,Bromley,2.9675,540279.0,166149.0
592,"The Parish Church of St. Giles The Abbot, Farnborough",Cemetery/churchyard,Bromley,1.0979,544354.0,164067.0
593,"The Redeemed Christian Church of God, Divine Solution Ground",Cemetery/churchyard,Bromley,0.5278,547426.0,169071.0
594,The Warren (Bromley),Nature reserve,Bromley,12.941,548392.0,167933.0
595,The Warren Sports Club Annexe,Playing fields,Bromley,3.3619,538339.0,167508.0
596,Tubbenden Lane Recreation Ground,Recreation ground,Bromley,1.9886,544744.0,164709.0
597,Twenty Acre Shaw,Nature reserve,Bromley,8.5591,543807.0,160060.0
598,Warren Avenue Playing Fields,Playing fields,Bromley,6.2676,538996.0,170253.0
599,Wayside Drive Wood,Amenity green space,Bromley,1.3414,542758.0,171627.0
600,Well Wood,Nature reserve,Bromley,16.7557,539865.0,164338.0
